Browser,Event,Object Parameters,Chart,Status
Chrome,initialized,"('defaultPrevented = ', False)",bubble,PASS
Chrome,initialized,"('preventDefault = ', {})",bubble,PASS
Chrome,initialized,"('detached = ', False)",bubble,PASS
Chrome,initialized,"('detachHandler = ', {})",bubble,PASS
Chrome,initialized,"('senderChartType = ', u'bubble')",bubble,PASS
Chrome,initialized,"('dataFormat = ', u'json')",bubble,PASS
Chrome,initialized,"('dataSource = ', {u'vTrendlines': [{u'line': [{u'isTrendZone': u'0', u'color': u'#0066cc', u'dashed': u'1', u'thickness': u'1', u'displayValue': u'Gross Avg.', u'startValue': u'44'}]}], u'trendlines': [{u'line': [{u'color': u'#aaaaaa', u'alpha': u'14', u'isTrendZone': u'1', u'startValue': u'20000', u'endValue': u'30000'}, {u'color': u'#aaaaaa', u'alpha': u'7', u'isTrendZone': u'1', u'startValue': u'10000', u'endValue': u'20000'}]}], u'chart': {u'quadrantLabelBR': u'High Price / Low Sale', u'xAxisMaxValue': u'100', u'subcaption': u'Last Quarter', u'quadrantLabelBL': u'Low Price / Low Sale', u'xAxisName': u'Average Price', u'plotFillAlpha': u'70', u'numDivlines': u'2', u'exportEnabled': u'1', u'yAxisMaxValue': u'30000', u'theme': u'fusion', u'showAlternateVGridColor': u'0', u'plotFillHoverColor': u'#6baa01', u'quadrantXVal': u'50', u'quadrantLineAlpha': u'80', u'yAxisMinValue': u'0', u'showAlternateHGridColor': u'0', u'showValues': u'1', u'drawQuadrant': u'1', u'bgImage': u'https://upload.wikimedia.org/wikipedia/commons/7/79/Misc_fruit.jpg', u'use3dlighting': u'0', u'plotTooltext': u'$name : Profit Contribution - $zvalue%', u'quadrantLabelTL': u'Low Price / High Sale', u'quadrantYVal': u'15000', u'quadrantLineThickness': u'3', u'caption': u'Sales Analysis of Shoe Brands', u'quadrantLabelTR': u'High Price / High Sale', u'xAxisMinValue': u'0', u'yAxisName': u'Units Sold', u'exportFileName': u'DemoExport'}, u'categories': [{u'category': [{u'x': u'0', u'label': u'$0'}, {u'x': u'20', u'showverticalline': u'1', u'label': u'$20'}, {u'x': u'40', u'showverticalline': u'1', u'label': u'$40'}, {u'x': u'60', u'showverticalline': u'1', u'label': u'$60'}, {u'x': u'80', u'showverticalline': u'1', u'label': u'$80'}, {u'x': u'100', u'showverticalline': u'1', u'label': u'$100'}]}], u'dataset': [{u'color': u'#00aee4', u'data': [{u'y': u'15000', u'x': u'80', u'z': u'24', u'name': u'Nike'}, {u'y': u'18500', u'x': u'60', u'z': u'26', u'name': u'Adidas'}, {u'y': u'19450', u'x': u'50', u'z': u'19', u'name': u'Puma'}, {u'y': u'10500', u'x': u'65', u'z': u'8', u'name': u'Fila'}, {u'y': u'8750', u'x': u'43', u'z': u'5', u'name': u'Lotto'}, {u'y': u'22000', u'x': u'32', u'z': u'10', u'name': u'Reebok'}, {u'y': u'13000', u'x': u'44', u'z': u'9', u'name': u'Woodland'}]}]})",bubble,PASS
Chrome,initialized,"('height = ', u'600')",bubble,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",bubble,PASS
Chrome,initialized,"('type = ', u'bubble')",bubble,PASS
Chrome,initialized,"('width = ', u'800')",bubble,PASS
Chrome,rendered,"('eventType = ', u'rendered')",doughnut,PASS
Chrome,rendered,"('eventId = ', 299)",doughnut,PASS
Chrome,rendered,"('cancelled = ', False)",doughnut,PASS
Chrome,rendered,"('stopPropagation = ', {})",doughnut,PASS
Chrome,rendered,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,rendered,"('preventDefault = ', {})",doughnut,PASS
Chrome,rendered,"('detached = ', False)",doughnut,PASS
Chrome,rendered,"('detachHandler = ', {})",doughnut,PASS
Chrome,rendered,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",doughnut,PASS
Chrome,ready,"('eventType = ', u'ready')",doughnut,PASS
Chrome,ready,"('eventId = ', 93)",doughnut,PASS
Chrome,ready,"('cancelled = ', False)",doughnut,PASS
Chrome,ready,"('stopPropagation = ', {})",doughnut,PASS
Chrome,ready,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,ready,"('preventDefault = ', {})",doughnut,PASS
Chrome,ready,"('detached = ', False)",doughnut,PASS
Chrome,ready,"('detachHandler = ', {})",doughnut,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",doughnut,PASS
Chrome,ready,"('dObj1 = ', True)",doughnut,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",doughnut,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",doughnut,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",doughnut,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",doughnut,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",doughnut,PASS
Chrome,beforeinitialize,"('detached = ', False)",doughnut,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",doughnut,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'json')",doughnut,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Split of Revenue by Product Categories"",""subCaption"":""Last year"",""numberPrefix"":""$"",""defaultCenterLabel"":""Total revenue: $64.08K"",""centerLabel"":""Revenue from $label: $value"",""decimals"":""0"",""theme"":""fusion"",""exportEnabled"":""1"",""exportFileName"":""DemoExport""},""data"":[{""label"":""Food"",""value"":""28504""},{""label"":""Apparels"",""value"":""14633""},{""label"":""Electronics"",""value"":""10507""},{""label"":""Household"",""value"":""4910""}]}')",doughnut,PASS
Chrome,beforeinitialize,"('height = ', u'600')",doughnut,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",doughnut,PASS
Chrome,beforeinitialize,"('type = ', u'doughnut')",doughnut,PASS
Chrome,beforeinitialize,"('width = ', u'800')",doughnut,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",doughnut,PASS
Chrome,beforerender,"('eventId = ', 103)",doughnut,PASS
Chrome,beforerender,"('cancelled = ', False)",doughnut,PASS
Chrome,beforerender,"('stopPropagation = ', {})",doughnut,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,beforerender,"('preventDefault = ', {})",doughnut,PASS
Chrome,beforerender,"('detached = ', False)",doughnut,PASS
Chrome,beforerender,"('detachHandler = ', {})",doughnut,PASS
Chrome,beforerender,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",doughnut,PASS
Chrome,beforerender,"('height = ', u'600')",doughnut,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",doughnut,PASS
Chrome,beforerender,"('width = ', u'800')",doughnut,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",doughnut,PASS
Chrome,rendercomplete,"('eventId = ', 300)",doughnut,PASS
Chrome,rendercomplete,"('cancelled = ', False)",doughnut,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",doughnut,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",doughnut,PASS
Chrome,rendercomplete,"('detached = ', False)",doughnut,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",doughnut,PASS
Chrome,rendercomplete,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,rendercomplete,"('Container = ', 1)",doughnut,PASS
Chrome,rendercomplete,"('height = ', 600)",doughnut,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",doughnut,PASS
Chrome,rendercomplete,"('width = ', 800)",doughnut,PASS
Chrome,loaded,"('eventType = ', u'loaded')",doughnut,PASS
Chrome,loaded,"('eventId = ', 96)",doughnut,PASS
Chrome,loaded,"('cancelled = ', False)",doughnut,PASS
Chrome,loaded,"('stopPropagation = ', {})",doughnut,PASS
Chrome,loaded,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,loaded,"('preventDefault = ', {})",doughnut,PASS
Chrome,loaded,"('detached = ', False)",doughnut,PASS
Chrome,loaded,"('detachHandler = ', {})",doughnut,PASS
Chrome,loaded,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,loaded,"('renderer = ', u'javascript')",doughnut,PASS
Chrome,loaded,"('type = ', u'doughnut')",doughnut,PASS
Chrome,initialized,"('eventType = ', u'initialized')",doughnut,PASS
Chrome,initialized,"('eventId = ', 100)",doughnut,PASS
Chrome,initialized,"('cancelled = ', False)",doughnut,PASS
Chrome,initialized,"('stopPropagation = ', {})",doughnut,PASS
Chrome,initialized,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,initialized,"('preventDefault = ', {})",doughnut,PASS
Chrome,initialized,"('detached = ', False)",doughnut,PASS
Chrome,initialized,"('detachHandler = ', {})",doughnut,PASS
Chrome,initialized,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,initialized,"('dataFormat = ', u'json')",doughnut,PASS
Chrome,initialized,"('dataSource = ', {u'data': [{u'value': u'28504', u'label': u'Food'}, {u'value': u'14633', u'label': u'Apparels'}, {u'value': u'10507', u'label': u'Electronics'}, {u'value': u'4910', u'label': u'Household'}], u'chart': {u'defaultCenterLabel': u'Total revenue: $64.08K', u'numberPrefix': u'$', u'exportEnabled': u'1', u'centerLabel': u'Revenue from $label: $value', u'caption': u'Split of Revenue by Product Categories', u'theme': u'fusion', u'decimals': u'0', u'subCaption': u'Last year', u'exportFileName': u'DemoExport'}})",doughnut,PASS
Chrome,initialized,"('height = ', u'600')",doughnut,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",doughnut,PASS
Chrome,initialized,"('type = ', u'doughnut')",doughnut,PASS
Chrome,initialized,"('width = ', u'800')",doughnut,PASS
Chrome,rendered,"('eventType = ', u'rendered')",funnel,PASS
Chrome,rendered,"('eventId = ', 346)",funnel,PASS
Chrome,rendered,"('cancelled = ', False)",funnel,PASS
Chrome,rendered,"('stopPropagation = ', {})",funnel,PASS
Chrome,rendered,"('defaultPrevented = ', False)",funnel,PASS
Chrome,rendered,"('preventDefault = ', {})",funnel,PASS
Chrome,rendered,"('detached = ', False)",funnel,PASS
Chrome,rendered,"('detachHandler = ', {})",funnel,PASS
Chrome,rendered,"('senderChartType = ', u'funnel')",funnel,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",funnel,PASS
Chrome,ready,"('eventType = ', u'ready')",funnel,PASS
Chrome,ready,"('eventId = ', 93)",funnel,PASS
Chrome,ready,"('cancelled = ', False)",funnel,PASS
Chrome,ready,"('stopPropagation = ', {})",funnel,PASS
Chrome,ready,"('defaultPrevented = ', False)",funnel,PASS
Chrome,ready,"('preventDefault = ', {})",funnel,PASS
Chrome,ready,"('detached = ', False)",funnel,PASS
Chrome,ready,"('detachHandler = ', {})",funnel,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",funnel,PASS
Chrome,ready,"('dObj1 = ', True)",funnel,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",funnel,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",funnel,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",funnel,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",funnel,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",funnel,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",funnel,PASS
Chrome,beforeinitialize,"('detached = ', False)",funnel,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",funnel,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'funnel')",funnel,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'json')",funnel,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Website - Harry\'s SuperMart"",""subcaption"":""Visit to purchase - Conversion analysis for last year"",""decimals"":""1"",""isHollow"":""1"",""labelDistance"":""15"",""is2D"":""1"",""plotTooltext"":""Success : $percentOfPrevValue"",""showPercentValues"":""1"",""theme"":""fusion"",""exportEnabled"":""1"",""exportFileName"":""DemoExport""},""data"":[{""label"":""Unique Website Visits"",""value"":""1460000""},{""label"":""Programme Details Section Visits"",""value"":""930000""},{""label"":""Attempts to Register"",""value"":""540000""},{""label"":""Successful Registrations"",""value"":""210000""},{""label"":""Logged In"",""value"":""190000""},{""label"":""Purchased on Introductory Offers"",""value"":""120000""}]}')",funnel,PASS
Chrome,beforeinitialize,"('height = ', u'600')",funnel,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",funnel,PASS
Chrome,beforeinitialize,"('type = ', u'funnel')",funnel,PASS
Chrome,beforeinitialize,"('width = ', u'800')",funnel,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",funnel,PASS
Chrome,beforerender,"('eventId = ', 103)",funnel,PASS
Chrome,beforerender,"('cancelled = ', False)",funnel,PASS
Chrome,beforerender,"('stopPropagation = ', {})",funnel,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",funnel,PASS
Chrome,beforerender,"('preventDefault = ', {})",funnel,PASS
Chrome,beforerender,"('detached = ', False)",funnel,PASS
Chrome,beforerender,"('detachHandler = ', {})",funnel,PASS
Chrome,beforerender,"('senderChartType = ', u'funnel')",funnel,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",funnel,PASS
Chrome,beforerender,"('height = ', u'600')",funnel,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",funnel,PASS
Chrome,beforerender,"('width = ', u'800')",funnel,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",funnel,PASS
Chrome,rendercomplete,"('eventId = ', 347)",funnel,PASS
Chrome,rendercomplete,"('cancelled = ', False)",funnel,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",funnel,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",funnel,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",funnel,PASS
Chrome,rendercomplete,"('detached = ', False)",funnel,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",funnel,PASS
Chrome,rendercomplete,"('senderChartType = ', u'funnel')",funnel,PASS
Chrome,rendercomplete,"('Container = ', 1)",funnel,PASS
Chrome,rendercomplete,"('height = ', 600)",funnel,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",funnel,PASS
Chrome,rendercomplete,"('width = ', 800)",funnel,PASS
Chrome,loaded,"('eventType = ', u'loaded')",funnel,PASS
Chrome,loaded,"('eventId = ', 96)",funnel,PASS
Chrome,loaded,"('cancelled = ', False)",funnel,PASS
Chrome,loaded,"('stopPropagation = ', {})",funnel,PASS
Chrome,loaded,"('defaultPrevented = ', False)",funnel,PASS
Chrome,loaded,"('preventDefault = ', {})",funnel,PASS
Chrome,loaded,"('detached = ', False)",funnel,PASS
Chrome,loaded,"('detachHandler = ', {})",funnel,PASS
Chrome,loaded,"('senderChartType = ', u'funnel')",funnel,PASS
Chrome,loaded,"('renderer = ', u'javascript')",funnel,PASS
Chrome,loaded,"('type = ', u'funnel')",funnel,PASS
Chrome,initialized,"('eventType = ', u'initialized')",funnel,PASS
Chrome,initialized,"('eventId = ', 100)",funnel,PASS
Chrome,initialized,"('cancelled = ', False)",funnel,PASS
Chrome,initialized,"('stopPropagation = ', {})",funnel,PASS
Chrome,initialized,"('defaultPrevented = ', False)",funnel,PASS
Chrome,initialized,"('preventDefault = ', {})",funnel,PASS
Chrome,initialized,"('detached = ', False)",funnel,PASS
Chrome,initialized,"('detachHandler = ', {})",funnel,PASS
Chrome,initialized,"('senderChartType = ', u'funnel')",funnel,PASS
Chrome,initialized,"('dataFormat = ', u'json')",funnel,PASS
Chrome,initialized,"('dataSource = ', {u'data': [{u'value': u'1460000', u'label': u'Unique Website Visits'}, {u'value': u'930000', u'label': u'Programme Details Section Visits'}, {u'value': u'540000', u'label': u'Attempts to Register'}, {u'value': u'210000', u'label': u'Successful Registrations'}, {u'value': u'190000', u'label': u'Logged In'}, {u'value': u'120000', u'label': u'Purchased on Introductory Offers'}], u'chart': {u'plotTooltext': u'Success : $percentOfPrevValue', u'showPercentValues': u'1', u'isHollow': u'1', u'exportEnabled': u'1', u'caption': u""Website - Harry's SuperMart"", u'theme': u'fusion', u'subcaption': u'Visit to purchase - Conversion analysis for last year', u'labelDistance': u'15', u'decimals': u'1', u'is2D': u'1', u'exportFileName': u'DemoExport'}})",funnel,PASS
Chrome,initialized,"('height = ', u'600')",funnel,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",funnel,PASS
Chrome,initialized,"('type = ', u'funnel')",funnel,PASS
Chrome,initialized,"('width = ', u'800')",funnel,PASS
Chrome,rendered,"('eventType = ', u'rendered')",sankey,PASS
Chrome,rendered,"('eventId = ', 1282)",sankey,PASS
Chrome,rendered,"('cancelled = ', False)",sankey,PASS
Chrome,rendered,"('stopPropagation = ', {})",sankey,PASS
Chrome,rendered,"('defaultPrevented = ', False)",sankey,PASS
Chrome,rendered,"('preventDefault = ', {})",sankey,PASS
Chrome,rendered,"('detached = ', False)",sankey,PASS
Chrome,rendered,"('detachHandler = ', {})",sankey,PASS
Chrome,rendered,"('senderChartType = ', u'sankey')",sankey,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",sankey,PASS
Chrome,ready,"('eventType = ', u'ready')",sankey,PASS
Chrome,ready,"('eventId = ', 93)",sankey,PASS
Chrome,ready,"('cancelled = ', False)",sankey,PASS
Chrome,ready,"('stopPropagation = ', {})",sankey,PASS
Chrome,ready,"('defaultPrevented = ', False)",sankey,PASS
Chrome,ready,"('preventDefault = ', {})",sankey,PASS
Chrome,ready,"('detached = ', False)",sankey,PASS
Chrome,ready,"('detachHandler = ', {})",sankey,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",sankey,PASS
Chrome,ready,"('dObj1 = ', True)",sankey,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",sankey,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",sankey,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",sankey,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",sankey,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",sankey,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",sankey,PASS
Chrome,beforeinitialize,"('detached = ', False)",sankey,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",sankey,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'sankey')",sankey,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'json')",sankey,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""enableDrag"":1,""theme"":""candy"",""exportEnabled"":""1"",""exportFileName"":""DemoExport"",""bgImage"":""https://upload.wikimedia.org/wikipedia/commons/7/79/Misc_fruit.jpg""},""links"":[{""from"":""Brazil"",""to"":""Portugal"",""value"":5,""alpha"":100},{""from"":""Brazil"",""to"":""france"",""value"":1},{""from"":""brazil"",""to"":""Spain"",""value"":1},{""from"":""Brazil"",""to"":""England"",""value"":1,""color"":""#ff0000"",""alpha"":""100"",""hoverAlpha"":""60"",""curvature"":""0""},{""from"":""Spain"",""to"":""Zambia"",""value"":5,""color"":""blend""},{""from"":""Zambia"",""to"":""England"",""value"":5,""color"":""blend""},{""from"":""Egypt"",""to"":""Spain"",""value"":5,""color"":""blend""},{""from"":""Greece"",""to"":""Morocco"",""value"":5,""color"":""blend""},{""from"":""Denmark"",""to"":""India"",""value"":5,""color"":""blend"",""curvature"":""0""},{""from"":""Mali"",""to"":""Greece"",""value"":5,""color"":""blend""},{""from"":""Canada"",""to"":""Portugal"",""value"":1},{""from"":""Canada"",""to"":""France"",""value"":5},{""from"":""Canada"",""to"":""England"",""value"":1},{""from"":""Mexico"",""to"":""Portugal"",""value"":1},{""from"":""Mexico"",""to"":""France"",""value"":1},{""from"":""Mexico"",""to"":""Spain"",""value"":5},{""from"":""Mexico"",""to"":""England"",""value"":1},{""from"":""USA"",""to"":""Portugal"",""value"":1},{""from"":""USA"",""to"":""France"",""value"":1},{""from"":""USA"",""to"":""Spain"",""value"":1},{""from"":""USA"",""to"":""England"",""value"":5},{""from"":""Portugal"",""to"":""Angola"",""value"":2},{""from"":""Portugal"",""to"":""Senegal"",""value"":1},{""from"":""Portugal"",""to"":""Morocco"",""value"":1},{""from"":""Portugal"",""to"":""South Africa"",""value"":3},{""from"":""France"",""to"":""Angola"",""value"":1},{""from"":""France"",""to"":""Senegal"",""value"":3},{""from"":""France"",""to"":""Mali"",""value"":3},{""from"":""France"",""to"":""Morocco"",""value"":3},{""from"":""France"",""to"":""South Africa"",""value"":1},{""from"":""Spain"",""to"":""Senegal"",""value"":1},{""from"":""Spain"",""to"":""Morocco"",""value"":3},{""from"":""Spain"",""to"":""South Africa"",""value"":1},{""from"":""England"",""to"":""Angola"",""value"":1},{""from"":""England"",""to"":""Senegal"",""value"":1},{""from"":""England"",""to"":""Morocco"",""value"":2},{""from"":""England"",""to"":""South Africa"",""value"":7},{""from"":""South Africa"",""to"":""China"",""value"":5},{""from"":""South Africa"",""to"":""India"",""value"":1},{""from"":""South Africa"",""to"":""Japan"",""value"":3},{""from"":""Angola"",""to"":""China"",""value"":5},{""from"":""Angola"",""to"":""India"",""value"":1},{""from"":""Angola"",""to"":""Japan"",""value"":3},{""from"":""Senegal"",""to"":""China"",""value"":5},{""from"":""Senegal"",""to"":""India"",""value"":1},{""from"":""Senegal"",""to"":""Japan"",""value"":3},{""from"":""Mali"",""to"":""China"",""value"":5},{""from"":""Mali"",""to"":""India"",""value"":1},{""from"":""Mali"",""to"":""Japan"",""value"":3},{""from"":""Morocco"",""to"":""China"",""value"":5},{""from"":""Morocco"",""to"":""India"",""value"":1},{""from"":""Morocco"",""to"":""Japan"",""value"":3},{""from"":""Denmark"",""to"":""India"",""value"":1},{""from"":""Denmark"",""to"":""Angola"",""value"":1},{""from"":""Denmark"",""to"":""Japan"",""value"":1},{""from"":""Denmark"",""to"":""China"",""value"":20,""curvature"":""0""}],""nodes"":[{""label"":""Brazil"",""nodeSpacing"":""100""},{""label"":""Canada""},{""label"":""Mexico""},{""label"":""USA""},{""label"":""Portugal""},{""label"":""France""},{""label"":""Spain""},{""label"":""England""},{""label"":""South Africa""},{""label"":""Angola""},{""label"":""Senegal""},{""label"":""Mali""},{""label"":""Morocco""},{""label"":""India""},{""label"":""Japan""},{""label"":""China""},{""label"":""Zambia""},{""label"":""Egypt""},{""label"":""Greece""},{""label"":""Denmark""}]}')",sankey,PASS
