Browser,Event,Object Parameters,Chart,Status
Chrome,beforeinitialize,"('height = ', u'500')",pyramid,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",pyramid,PASS
Chrome,beforeinitialize,"('type = ', u'pyramid')",pyramid,PASS
Chrome,beforeinitialize,"('width = ', u'800')",pyramid,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",pyramid,PASS
Chrome,beforerender,"('eventId = ', 103)",pyramid,PASS
Chrome,beforerender,"('cancelled = ', False)",pyramid,PASS
Chrome,beforerender,"('stopPropagation = ', {})",pyramid,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,beforerender,"('preventDefault = ', {})",pyramid,PASS
Chrome,beforerender,"('detached = ', False)",pyramid,PASS
Chrome,beforerender,"('detachHandler = ', {})",pyramid,PASS
Chrome,beforerender,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",pyramid,PASS
Chrome,beforerender,"('height = ', u'500')",pyramid,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",pyramid,PASS
Chrome,beforerender,"('width = ', u'800')",pyramid,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",pyramid,PASS
Chrome,rendercomplete,"('eventId = ', 264)",pyramid,PASS
Chrome,rendercomplete,"('cancelled = ', False)",pyramid,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",pyramid,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",pyramid,PASS
Chrome,rendercomplete,"('detached = ', False)",pyramid,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",pyramid,PASS
Chrome,rendercomplete,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,rendercomplete,"('Container = ', 1)",pyramid,PASS
Chrome,rendercomplete,"('height = ', 500)",pyramid,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",pyramid,PASS
Chrome,rendercomplete,"('width = ', 800)",pyramid,PASS
Chrome,loaded,"('eventType = ', u'loaded')",pyramid,PASS
Chrome,loaded,"('eventId = ', 96)",pyramid,PASS
Chrome,loaded,"('cancelled = ', False)",pyramid,PASS
Chrome,loaded,"('stopPropagation = ', {})",pyramid,PASS
Chrome,loaded,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,loaded,"('preventDefault = ', {})",pyramid,PASS
Chrome,loaded,"('detached = ', False)",pyramid,PASS
Chrome,loaded,"('detachHandler = ', {})",pyramid,PASS
Chrome,loaded,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,loaded,"('renderer = ', u'javascript')",pyramid,PASS
Chrome,loaded,"('type = ', u'pyramid')",pyramid,PASS
Chrome,initialized,"('eventType = ', u'initialized')",pyramid,PASS
Chrome,initialized,"('eventId = ', 100)",pyramid,PASS
Chrome,initialized,"('cancelled = ', False)",pyramid,PASS
Chrome,initialized,"('stopPropagation = ', {})",pyramid,PASS
Chrome,initialized,"('defaultPrevented = ', False)",pyramid,PASS
Chrome,initialized,"('preventDefault = ', {})",pyramid,PASS
Chrome,initialized,"('detached = ', False)",pyramid,PASS
Chrome,initialized,"('detachHandler = ', {})",pyramid,PASS
Chrome,initialized,"('senderChartType = ', u'pyramid')",pyramid,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",pyramid,PASS
Chrome,initialized,"('dataSource = ', {u'data': [{u'value': u'128.7', u'label': u'Top 32M'}, {u'value': u'111.4', u'label': u'Next 391M'}, {u'value': u'32.5', u'label': u'Next 1054M'}, {u'value': u'7.6', u'label': u'Last 3474M'}], u'chart': {u'plottooltext': u'<b>$label</b> of world population owns <b>$dataValue</b> of global wealth', u'numberprefix': u'$', u'numbersuffix': u' trn', u'showvalues': u'1', u'caption': u'The Global Wealth Pyramid', u'theme': u'fusion', u'subcaption': u'Credit Suisse 2017', u'is2D': u'1'}})",pyramid,PASS
Chrome,initialized,"('height = ', u'500')",pyramid,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",pyramid,PASS
Chrome,initialized,"('type = ', u'pyramid')",pyramid,PASS
Chrome,initialized,"('width = ', u'800')",pyramid,PASS
Chrome,rendered,"('eventType = ', u'rendered')",line,PASS
Chrome,rendered,"('eventId = ', 354)",line,PASS
Chrome,rendered,"('cancelled = ', False)",line,PASS
Chrome,rendered,"('stopPropagation = ', {})",line,PASS
Chrome,rendered,"('defaultPrevented = ', False)",line,PASS
Chrome,rendered,"('preventDefault = ', {})",line,PASS
Chrome,rendered,"('detached = ', False)",line,PASS
Chrome,rendered,"('detachHandler = ', {})",line,PASS
Chrome,rendered,"('senderChartType = ', u'line')",line,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",line,PASS
Chrome,ready,"('eventType = ', u'ready')",line,PASS
Chrome,ready,"('eventId = ', 93)",line,PASS
Chrome,ready,"('cancelled = ', False)",line,PASS
Chrome,ready,"('stopPropagation = ', {})",line,PASS
Chrome,ready,"('defaultPrevented = ', False)",line,PASS
Chrome,ready,"('preventDefault = ', {})",line,PASS
Chrome,ready,"('detached = ', False)",line,PASS
Chrome,ready,"('detachHandler = ', {})",line,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",line,PASS
Chrome,ready,"('dObj1 = ', True)",line,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",line,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",line,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",line,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",line,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",line,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",line,PASS
Chrome,beforeinitialize,"('detached = ', False)",line,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",line,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'line')",line,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'JSON')",line,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Reach of Social Media Platforms amoung youth"",""yaxisname"":""% of youth on this platform"",""subcaption"":""2012-2016"",""showhovereffect"":""1"",""numbersuffix"":""%"",""drawcrossline"":""1"",""plottooltext"":""<b>$dataValue</b> of youth were on $seriesName"",""theme"":""fusion""},""categories"":[{""category"":[{""label"":""2012""},{""label"":""2013""},{""label"":""2014""},{""label"":""2015""},{""label"":""2016""}]}],""dataset"":[{""seriesname"":""Facebook"",""data"":[{""value"":""620""},{""value"":""640""},{""value"":""650""},{""value"":""660""},{""value"":""780""}]},{""seriesname"":""Instagram"",""data"":[{""value"":""16""},{""value"":""28""},{""value"":""34""},{""value"":""42""},{""value"":""54""}]},{""seriesname"":""LinkedIn"",""data"":[{""value"":""20""},{""value"":""22""},{""value"":""27""},{""value"":""22""},{""value"":""29""}]},{""seriesname"":""Twitter"",""data"":[{""value"":""18""},{""value"":""19""},{""value"":""21""},{""value"":""21""},{""value"":""24""}]}]}')",line,PASS
Chrome,beforeinitialize,"('height = ', u'500')",line,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",line,PASS
Chrome,beforeinitialize,"('type = ', u'line')",line,PASS
Chrome,beforeinitialize,"('width = ', u'800')",line,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",line,PASS
Chrome,beforerender,"('eventId = ', 103)",line,PASS
Chrome,beforerender,"('cancelled = ', False)",line,PASS
Chrome,beforerender,"('stopPropagation = ', {})",line,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",line,PASS
Chrome,beforerender,"('preventDefault = ', {})",line,PASS
Chrome,beforerender,"('detached = ', False)",line,PASS
Chrome,beforerender,"('detachHandler = ', {})",line,PASS
Chrome,beforerender,"('senderChartType = ', u'line')",line,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",line,PASS
Chrome,beforerender,"('height = ', u'500')",line,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",line,PASS
Chrome,beforerender,"('width = ', u'800')",line,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",line,PASS
Chrome,rendercomplete,"('eventId = ', 355)",line,PASS
Chrome,rendercomplete,"('cancelled = ', False)",line,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",line,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",line,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",line,PASS
Chrome,rendercomplete,"('detached = ', False)",line,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",line,PASS
Chrome,rendercomplete,"('senderChartType = ', u'line')",line,PASS
Chrome,rendercomplete,"('Container = ', 1)",line,PASS
Chrome,rendercomplete,"('height = ', 500)",line,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",line,PASS
Chrome,rendercomplete,"('width = ', 800)",line,PASS
Chrome,loaded,"('eventType = ', u'loaded')",line,PASS
Chrome,loaded,"('eventId = ', 96)",line,PASS
Chrome,loaded,"('cancelled = ', False)",line,PASS
Chrome,loaded,"('stopPropagation = ', {})",line,PASS
Chrome,loaded,"('defaultPrevented = ', False)",line,PASS
Chrome,loaded,"('preventDefault = ', {})",line,PASS
Chrome,loaded,"('detached = ', False)",line,PASS
Chrome,loaded,"('detachHandler = ', {})",line,PASS
Chrome,loaded,"('senderChartType = ', u'line')",line,PASS
Chrome,loaded,"('renderer = ', u'javascript')",line,PASS
Chrome,loaded,"('type = ', u'line')",line,PASS
Chrome,initialized,"('eventType = ', u'initialized')",line,PASS
Chrome,initialized,"('eventId = ', 100)",line,PASS
Chrome,initialized,"('cancelled = ', False)",line,PASS
Chrome,initialized,"('stopPropagation = ', {})",line,PASS
Chrome,initialized,"('defaultPrevented = ', False)",line,PASS
Chrome,initialized,"('preventDefault = ', {})",line,PASS
Chrome,initialized,"('detached = ', False)",line,PASS
Chrome,initialized,"('detachHandler = ', {})",line,PASS
Chrome,initialized,"('senderChartType = ', u'line')",line,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",line,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'plottooltext': u'<b>$dataValue</b> of youth were on $seriesName', u'numbersuffix': u'%', u'caption': u'Reach of Social Media Platforms amoung youth', u'theme': u'fusion', u'yaxisname': u'% of youth on this platform', u'showhovereffect': u'1', u'drawcrossline': u'1', u'subcaption': u'2012-2016'}, u'categories': [{u'category': [{u'label': u'2012'}, {u'label': u'2013'}, {u'label': u'2014'}, {u'label': u'2015'}, {u'label': u'2016'}]}], u'dataset': [{u'seriesname': u'Facebook', u'data': [{u'value': u'620'}, {u'value': u'640'}, {u'value': u'650'}, {u'value': u'660'}, {u'value': u'780'}]}, {u'seriesname': u'Instagram', u'data': [{u'value': u'16'}, {u'value': u'28'}, {u'value': u'34'}, {u'value': u'42'}, {u'value': u'54'}]}, {u'seriesname': u'LinkedIn', u'data': [{u'value': u'20'}, {u'value': u'22'}, {u'value': u'27'}, {u'value': u'22'}, {u'value': u'29'}]}, {u'seriesname': u'Twitter', u'data': [{u'value': u'18'}, {u'value': u'19'}, {u'value': u'21'}, {u'value': u'21'}, {u'value': u'24'}]}]})",line,PASS
Chrome,initialized,"('height = ', u'500')",line,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",line,PASS
Chrome,initialized,"('type = ', u'line')",line,PASS
Chrome,initialized,"('width = ', u'800')",line,PASS
Chrome,rendered,"('eventType = ', u'rendered')",stackedbar,PASS
Chrome,rendered,"('eventId = ', 320)",stackedbar,PASS
Chrome,rendered,"('cancelled = ', False)",stackedbar,PASS
Chrome,rendered,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,rendered,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,rendered,"('preventDefault = ', {})",stackedbar,PASS
Chrome,rendered,"('detached = ', False)",stackedbar,PASS
Chrome,rendered,"('detachHandler = ', {})",stackedbar,PASS
Chrome,rendered,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",stackedbar,PASS
Chrome,ready,"('eventType = ', u'ready')",stackedbar,PASS
Chrome,ready,"('eventId = ', 93)",stackedbar,PASS
Chrome,ready,"('cancelled = ', False)",stackedbar,PASS
Chrome,ready,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,ready,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,ready,"('preventDefault = ', {})",stackedbar,PASS
Chrome,ready,"('detached = ', False)",stackedbar,PASS
Chrome,ready,"('detachHandler = ', {})",stackedbar,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",stackedbar,PASS
Chrome,ready,"('dObj1 = ', True)",stackedbar,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",stackedbar,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",stackedbar,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",stackedbar,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",stackedbar,PASS
Chrome,beforeinitialize,"('detached = ', False)",stackedbar,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",stackedbar,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'JSON')",stackedbar,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Split of visitors by Channels & Gender"",""placevaluesinside"":""1"",""showvalues"":""0"",""plottooltext"":""<b>$dataValue</b>  $seriesName visitors"",""theme"":""fusion""},""categories"":[{""category"":[{""label"":""Organic""},{""label"":""Offline Stores""},{""label"":""Email Campaigns""},{""label"":""Social Events""},{""label"":""Paid Channels""}]}],""dataset"":[{""seriesname"":""Male"",""data"":[{""value"":""17000""},{""value"":""19500""},{""value"":""12500""},{""value"":""14500""},{""value"":""17500""}]},{""seriesname"":""Female"",""data"":[{""value"":""25400""},{""value"":""29800""},{""value"":""21800""},{""value"":""19500""},{""value"":""21200""}]}]}')",stackedbar,PASS
Chrome,beforeinitialize,"('height = ', u'500')",stackedbar,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",stackedbar,PASS
Chrome,beforeinitialize,"('type = ', u'stackedbar')",stackedbar,PASS
Chrome,beforeinitialize,"('width = ', u'800')",stackedbar,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",stackedbar,PASS
Chrome,beforerender,"('eventId = ', 103)",stackedbar,PASS
Chrome,beforerender,"('cancelled = ', False)",stackedbar,PASS
Chrome,beforerender,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,beforerender,"('preventDefault = ', {})",stackedbar,PASS
Chrome,beforerender,"('detached = ', False)",stackedbar,PASS
Chrome,beforerender,"('detachHandler = ', {})",stackedbar,PASS
Chrome,beforerender,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",stackedbar,PASS
Chrome,beforerender,"('height = ', u'500')",stackedbar,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",stackedbar,PASS
Chrome,beforerender,"('width = ', u'800')",stackedbar,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",stackedbar,PASS
Chrome,rendercomplete,"('eventId = ', 321)",stackedbar,PASS
Chrome,rendercomplete,"('cancelled = ', False)",stackedbar,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",stackedbar,PASS
Chrome,rendercomplete,"('detached = ', False)",stackedbar,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",stackedbar,PASS
Chrome,rendercomplete,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,rendercomplete,"('Container = ', 1)",stackedbar,PASS
Chrome,rendercomplete,"('height = ', 500)",stackedbar,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",stackedbar,PASS
Chrome,rendercomplete,"('width = ', 800)",stackedbar,PASS
Chrome,loaded,"('eventType = ', u'loaded')",stackedbar,PASS
Chrome,loaded,"('eventId = ', 96)",stackedbar,PASS
Chrome,loaded,"('cancelled = ', False)",stackedbar,PASS
Chrome,loaded,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,loaded,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,loaded,"('preventDefault = ', {})",stackedbar,PASS
Chrome,loaded,"('detached = ', False)",stackedbar,PASS
Chrome,loaded,"('detachHandler = ', {})",stackedbar,PASS
Chrome,loaded,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,loaded,"('renderer = ', u'javascript')",stackedbar,PASS
Chrome,loaded,"('type = ', u'stackedbar')",stackedbar,PASS
Chrome,initialized,"('eventType = ', u'initialized')",stackedbar,PASS
Chrome,initialized,"('eventId = ', 100)",stackedbar,PASS
Chrome,initialized,"('cancelled = ', False)",stackedbar,PASS
Chrome,initialized,"('stopPropagation = ', {})",stackedbar,PASS
Chrome,initialized,"('defaultPrevented = ', False)",stackedbar,PASS
Chrome,initialized,"('preventDefault = ', {})",stackedbar,PASS
Chrome,initialized,"('detached = ', False)",stackedbar,PASS
Chrome,initialized,"('detachHandler = ', {})",stackedbar,PASS
Chrome,initialized,"('senderChartType = ', u'stackedbar')",stackedbar,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",stackedbar,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'caption': u'Split of visitors by Channels & Gender', u'placevaluesinside': u'1', u'theme': u'fusion', u'plottooltext': u'<b>$dataValue</b>  $seriesName visitors', u'showvalues': u'0'}, u'categories': [{u'category': [{u'label': u'Organic'}, {u'label': u'Offline Stores'}, {u'label': u'Email Campaigns'}, {u'label': u'Social Events'}, {u'label': u'Paid Channels'}]}], u'dataset': [{u'seriesname': u'Male', u'data': [{u'value': u'17000'}, {u'value': u'19500'}, {u'value': u'12500'}, {u'value': u'14500'}, {u'value': u'17500'}]}, {u'seriesname': u'Female', u'data': [{u'value': u'25400'}, {u'value': u'29800'}, {u'value': u'21800'}, {u'value': u'19500'}, {u'value': u'21200'}]}]})",stackedbar,PASS
Chrome,initialized,"('height = ', u'500')",stackedbar,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",stackedbar,PASS
Chrome,initialized,"('type = ', u'stackedbar')",stackedbar,PASS
Chrome,initialized,"('width = ', u'800')",stackedbar,PASS
Chrome,rendered,"('eventType = ', u'rendered')",stackedcolumn,PASS
Chrome,rendered,"('eventId = ', 379)",stackedcolumn,PASS
Chrome,rendered,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,rendered,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,rendered,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,rendered,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,rendered,"('detached = ', False)",stackedcolumn,PASS
Chrome,rendered,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,rendered,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",stackedcolumn,PASS
Chrome,ready,"('eventType = ', u'ready')",stackedcolumn,PASS
Chrome,ready,"('eventId = ', 93)",stackedcolumn,PASS
Chrome,ready,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,ready,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,ready,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,ready,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,ready,"('detached = ', False)",stackedcolumn,PASS
Chrome,ready,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",stackedcolumn,PASS
Chrome,ready,"('dObj1 = ', True)",stackedcolumn,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",stackedcolumn,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",stackedcolumn,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,beforeinitialize,"('detached = ', False)",stackedcolumn,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'JSON')",stackedcolumn,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Yearly Energy Production Rate"",""subcaption"":"" Top 5 Developed Countries"",""numbersuffix"":"" TWh"",""showsum"":""1"",""plottooltext"":""$label produces <b>$dataValue</b> of energy from $seriesName"",""theme"":""fusion"",""drawcrossline"":""1""},""categories"":[{""category"":[{""label"":""Canada""},{""label"":""China""},{""label"":""Russia""},{""label"":""Australia""},{""label"":""United States""},{""label"":""France""}]}],""dataset"":[{""seriesname"":""Coal"",""data"":[{""value"":""400""},{""value"":""830""},{""value"":""500""},{""value"":""420""},{""value"":""790""},{""value"":""380""}]},{""seriesname"":""Hydro"",""data"":[{""value"":""350""},{""value"":""620""},{""value"":""410""},{""value"":""370""},{""value"":""720""},{""value"":""310""}]},{""seriesname"":""Nuclear"",""data"":[{""value"":""210""},{""value"":""400""},{""value"":""450""},{""value"":""180""},{""value"":""570""},{""value"":""270""}]},{""seriesname"":""Gas"",""data"":[{""value"":""180""},{""value"":""330""},{""value"":""230""},{""value"":""160""},{""value"":""440""},{""value"":""350""}]},{""seriesname"":""Oil"",""data"":[{""value"":""60""},{""value"":""200""},{""value"":""200""},{""value"":""50""},{""value"":""230""},{""value"":""150""}]}]}')",stackedcolumn,PASS
Chrome,beforeinitialize,"('height = ', u'500')",stackedcolumn,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",stackedcolumn,PASS
Chrome,beforeinitialize,"('type = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,beforeinitialize,"('width = ', u'800')",stackedcolumn,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",stackedcolumn,PASS
Chrome,beforerender,"('eventId = ', 103)",stackedcolumn,PASS
Chrome,beforerender,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,beforerender,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,beforerender,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,beforerender,"('detached = ', False)",stackedcolumn,PASS
Chrome,beforerender,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,beforerender,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",stackedcolumn,PASS
Chrome,beforerender,"('height = ', u'500')",stackedcolumn,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",stackedcolumn,PASS
Chrome,beforerender,"('width = ', u'800')",stackedcolumn,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",stackedcolumn,PASS
Chrome,rendercomplete,"('eventId = ', 380)",stackedcolumn,PASS
Chrome,rendercomplete,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,rendercomplete,"('detached = ', False)",stackedcolumn,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,rendercomplete,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,rendercomplete,"('Container = ', 1)",stackedcolumn,PASS
Chrome,rendercomplete,"('height = ', 500)",stackedcolumn,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",stackedcolumn,PASS
Chrome,rendercomplete,"('width = ', 800)",stackedcolumn,PASS
Chrome,loaded,"('eventType = ', u'loaded')",stackedcolumn,PASS
Chrome,loaded,"('eventId = ', 96)",stackedcolumn,PASS
Chrome,loaded,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,loaded,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,loaded,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,loaded,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,loaded,"('detached = ', False)",stackedcolumn,PASS
Chrome,loaded,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,loaded,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,loaded,"('renderer = ', u'javascript')",stackedcolumn,PASS
Chrome,loaded,"('type = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,initialized,"('eventType = ', u'initialized')",stackedcolumn,PASS
Chrome,initialized,"('eventId = ', 100)",stackedcolumn,PASS
Chrome,initialized,"('cancelled = ', False)",stackedcolumn,PASS
Chrome,initialized,"('stopPropagation = ', {})",stackedcolumn,PASS
Chrome,initialized,"('defaultPrevented = ', False)",stackedcolumn,PASS
Chrome,initialized,"('preventDefault = ', {})",stackedcolumn,PASS
Chrome,initialized,"('detached = ', False)",stackedcolumn,PASS
Chrome,initialized,"('detachHandler = ', {})",stackedcolumn,PASS
Chrome,initialized,"('senderChartType = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",stackedcolumn,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'plottooltext': u'$label produces <b>$dataValue</b> of energy from $seriesName', u'numbersuffix': u' TWh', u'caption': u'Yearly Energy Production Rate', u'theme': u'fusion', u'showsum': u'1', u'drawcrossline': u'1', u'subcaption': u' Top 5 Developed Countries'}, u'categories': [{u'category': [{u'label': u'Canada'}, {u'label': u'China'}, {u'label': u'Russia'}, {u'label': u'Australia'}, {u'label': u'United States'}, {u'label': u'France'}]}], u'dataset': [{u'seriesname': u'Coal', u'data': [{u'value': u'400'}, {u'value': u'830'}, {u'value': u'500'}, {u'value': u'420'}, {u'value': u'790'}, {u'value': u'380'}]}, {u'seriesname': u'Hydro', u'data': [{u'value': u'350'}, {u'value': u'620'}, {u'value': u'410'}, {u'value': u'370'}, {u'value': u'720'}, {u'value': u'310'}]}, {u'seriesname': u'Nuclear', u'data': [{u'value': u'210'}, {u'value': u'400'}, {u'value': u'450'}, {u'value': u'180'}, {u'value': u'570'}, {u'value': u'270'}]}, {u'seriesname': u'Gas', u'data': [{u'value': u'180'}, {u'value': u'330'}, {u'value': u'230'}, {u'value': u'160'}, {u'value': u'440'}, {u'value': u'350'}]}, {u'seriesname': u'Oil', u'data': [{u'value': u'60'}, {u'value': u'200'}, {u'value': u'200'}, {u'value': u'50'}, {u'value': u'230'}, {u'value': u'150'}]}]})",stackedcolumn,PASS
Chrome,initialized,"('height = ', u'500')",stackedcolumn,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",stackedcolumn,PASS
Chrome,initialized,"('type = ', u'stackedcolumn')",stackedcolumn,PASS
Chrome,initialized,"('width = ', u'800')",stackedcolumn,PASS
Chrome,rendered,"('eventType = ', u'rendered')",stackedarea,PASS
Chrome,rendered,"('eventId = ', 396)",stackedarea,PASS
Chrome,rendered,"('cancelled = ', False)",stackedarea,PASS
Chrome,rendered,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,rendered,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,rendered,"('preventDefault = ', {})",stackedarea,PASS
Chrome,rendered,"('detached = ', False)",stackedarea,PASS
Chrome,rendered,"('detachHandler = ', {})",stackedarea,PASS
